Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
POR,PF,19.0,48.0,5.0,573.0,0.6,0.047,-3.5,-0.2,-1.4263332604651229,-0.9608840897409788,-0.4654491707241441,0.3493803456484328,2020,0
GSW,C,23.0,20.0,4.0,262.0,0.0,0.006,-5.6,-0.2,-1.2429656510830442,-1.97393162933058,0.7309659782475357,0.1908511462443452,2020,0
MIL,C,31.0,68.0,67.0,1817.0,5.5,0.145,2.0,1.9,2.484881183548964,-0.3226020538225316,2.807483237371495,5.733748266736587,2020,0
MIL,C,31.0,66.0,5.0,958.0,1.5,0.077,-2.6,-0.2,-1.719065606033407,-2.5725395406514044,0.8534739346179974,0.4028621470049228,2020,0
CLE,PF,31.0,56.0,56.0,1780.0,3.8,0.101,2.0,1.8,0.0287903574666813,0.6492882086473719,-0.6204978511806906,2.777721241084872,2020,0
TOR,PG,33.0,58.0,58.0,2098.0,7.5,0.171,3.2,2.8,3.395956758736527,2.323358503164482,1.0725982555720452,7.831308413884344,2020,0
SAS,PF,24.0,63.0,53.0,1271.0,2.2,0.083,-1.2,0.3,-0.4445608513502799,-1.1832759389780234,0.7387150876277435,1.5893795810430305,2020,0
WAS,C,33.0,38.0,35.0,808.0,1.4,0.083,-2.7,-0.2,0.1889254017536952,-1.328482761370294,1.5174081631239893,1.3454186354423934,2020,0
DET,C,22.0,60.0,14.0,776.0,1.5,0.096,-1.4,0.1,-1.228639693632346,-1.7937202651809017,0.5650805715485556,0.5733213237925429,2020,0
CHI,PF,22.0,50.0,50.0,1492.0,2.6,0.084,-0.6,0.5,0.0554533876850534,0.0462571928795118,0.0091961948055415,2.353602955850436,2020,0
CHO,SF,24.0,18.0,1.0,317.0,0.5,0.081,-1.0,0.1,-1.1213714258018823,-1.4287804212862991,0.307408995484417,0.2561366571801352,2020,0
CHO,SF,24.0,48.0,3.0,903.0,1.0,0.052,-2.1,0.0,1.3163335663133025,-0.1508667816802558,1.4672003479935585,2.1679676885589525,2020,0
MIN,SF,24.0,31.0,4.0,495.0,0.2,0.023,-4.3,-0.3,-1.7187402518320494,-1.346471435131984,-0.3722688167000654,0.2081639334534691,2020,0
WAS,SG,23.0,18.0,0.0,227.0,0.6,0.131,-1.1,0.1,-1.0692518890234044,-0.8237810572124037,-0.2454708318110006,0.1915944168137441,2020,0
MIL,SG,33.0,67.0,67.0,1635.0,3.2,0.093,-1.8,0.1,-0.2584279219075494,-1.2754111575373743,1.016983235629825,2.243763030852968,2020,0
MEM,PG,21.0,60.0,8.0,1167.0,1.7,0.072,-0.2,0.5,1.3521344991547397,0.0800483801319383,1.2720861190228014,2.830645123238965,2020,0
MIL,SF,28.0,62.0,59.0,1853.0,7.9,0.205,4.1,2.9,3.8052349106422825,2.47734487720229,1.3278900334399926,7.387006485377674,2020,0
DEN,PF,34.0,51.0,48.0,1240.0,3.5,0.136,0.1,0.7,1.6494873128319312,0.3689138146957172,1.280573498136214,3.2461881783395063,2020,0
SAS,PG,31.0,66.0,1.0,1485.0,2.8,0.091,0.0,0.8,-1.8543962363e-05,1.4757234266121626,-1.4757419705745256,2.2889201671202883,2020,0
PHI,SG,23.0,40.0,24.0,805.0,2.1,0.126,-1.0,0.2,-0.6480387121674668,0.4594406499180611,-1.107479362085528,0.9000302483840336,2020,0
UTA,SG,23.0,69.0,69.0,2364.0,5.4,0.11,1.9,2.3,0.7957688042615239,1.3002687005857418,-0.504499896324218,4.875254743867987,2020,0
CHO,SG,21.0,55.0,1.0,1169.0,0.7,0.028,-2.3,-0.1,-2.0262711539337097,-0.3172790391385653,-1.7089921147951443,0.259580268910716,2020,0
NOP,SG,30.0,56.0,6.0,1020.0,0.9,0.043,-2.7,-0.2,-1.5092756702222183,-0.2556026733013299,-1.2536729969208886,0.5674483278792635,2020,0
MEM,PG,20.0,67.0,67.0,2074.0,3.8,0.088,0.3,1.2,-0.4751200820946855,0.3935618915934493,-0.8686819736881348,2.552669733353324,2020,0
2TM,PF,30.0,58.0,17.0,1187.0,1.4,0.058,-2.0,0.0,-2.551344560990105,-1.6117053449797043,-0.9396392160104002,-0.1362764990380134,2020,0
UTA,PG,23.0,54.0,2.0,850.0,1.0,0.057,-1.9,0.0,-2.4164604796101834,-1.9003440654887167,-0.5161164141214662,-0.0242557319903509,2020,0
GSW,SF,25.0,7.0,3.0,204.0,0.1,0.017,-6.0,-0.2,-1.256282775123408,-0.8265548669457159,-0.4297279081776922,0.1468257557071271,2020,0
SAS,PG,23.0,66.0,58.0,1687.0,2.6,0.074,0.4,1.0,-0.1963356615493543,-1.1254970139367615,0.9291613523874074,2.3836029216339862,2020,0
DEN,PG,22.0,59.0,59.0,1904.0,4.3,0.107,1.2,1.5,1.1710697850819431,1.961929251286437,-0.7908594662044938,4.39177071728187,2020,0
OKC,C,28.0,47.0,2.0,572.0,1.3,0.107,-0.1,0.3,-0.2772162416602993,-0.7588416207777804,0.4816253791174811,0.7777245825076861,2020,0
DET,SF,22.0,56.0,27.0,1265.0,1.6,0.06,-1.9,0.0,-0.385207115105211,-0.1176201473236853,-0.2675869677815257,1.6312335977512022,2020,0
OKC,SF,26.0,55.0,6.0,867.0,1.3,0.074,-1.0,0.2,-2.418112102084035,-2.060255293332573,-0.3578568087514617,-0.0256678836815381,2020,0
CLE,PF,27.0,56.0,10.0,1472.0,3.9,0.128,1.7,1.4,0.0484592038446289,-0.0467717859870016,0.0952309898316306,2.3161699356521472,2020,0
2TM,PG,28.0,56.0,32.0,1344.0,1.7,0.059,-1.1,0.3,0.3099581808248618,-0.1617780585224556,0.4717362393473175,2.3455731816698715,2020,0
PHI,PG,27.0,54.0,3.0,668.0,1.2,0.083,-1.8,0.0,-2.333097400881727,-1.2299725916913469,-1.1031248091903805,0.0165822929010325,2020,0
UTA,PF,26.0,66.0,1.0,923.0,1.8,0.092,-0.1,0.4,-0.5619667755672333,0.0074451106117698,-0.5694118861790032,1.083690697970386,2020,0
OKC,C,25.0,61.0,7.0,1127.0,4.9,0.209,3.1,1.5,0.6560596501092246,-1.0917826386740774,1.747842288783302,2.2213704857831824,2020,0
NYK,PG,21.0,57.0,26.0,1187.0,0.9,0.037,-3.2,-0.4,-1.5460360664361468,-2.1713911468217955,0.6253550803856488,0.6319244902873066,2020,0
MIA,PG,24.0,67.0,67.0,1962.0,2.0,0.049,-2.3,-0.1,-0.9376235598352816,-0.2787422397116884,-0.6588813201235932,1.822083571088969,2020,0
POR,C,25.0,8.0,8.0,253.0,0.9,0.164,2.0,0.2,2.528751888093625,0.7634489211100645,1.7653029669835607,0.8058926294576181,2020,0
BRK,SF,27.0,20.0,0.0,268.0,0.8,0.138,1.1,0.2,-0.733124991006421,-1.4709255743864185,0.7378005833799974,0.2851239815310971,2020,0
BOS,PF,25.0,69.0,6.0,1011.0,1.9,0.088,-1.7,0.1,-2.951578478397859,-2.1246317895313047,-0.8269466888665544,-0.3730538431562688,2020,0
NOP,C,24.0,30.0,9.0,467.0,1.3,0.133,-0.2,0.2,-0.5938884798837345,-0.5880342803776579,-0.0058541995060765,0.5383882883482992,2020,0
PHO,PG,22.0,55.0,3.0,719.0,1.0,0.067,-1.9,0.0,-1.3580570431930177,-0.6165472979137289,-0.7415097452792889,0.4704622539530456,2020,0
MIN,SG,21.0,62.0,28.0,1547.0,2.2,0.068,-2.4,-0.2,-1.8412531167521111,-1.833448650706324,-0.0078044660457871,0.5282696188332733,2020,0
IND,SG,27.0,19.0,16.0,528.0,0.0,0.002,-3.3,-0.2,-1.1740209863322468,-0.5067526900803595,-0.6672682962518873,0.4089701251167215,2020,0
MIA,C,28.0,67.0,9.0,1300.0,3.7,0.135,1.0,1.0,-0.0185014901047086,-0.9237104971508928,0.905209007046184,1.988979154265592,2020,0
UTA,SF,26.0,71.0,62.0,2049.0,4.3,0.101,0.9,1.5,0.0418921632546938,-1.199145788686293,1.2410379519409869,3.2158101667136534,2020,0
PHI,C,29.0,29.0,2.0,313.0,1.1,0.165,3.0,0.4,1.037227921138511,0.3335381960892494,0.7036897250492614,0.6939994125377895,2020,0
CLE,SF,24.0,65.0,65.0,1910.0,1.6,0.04,-2.6,-0.3,-2.474190673067881,-1.5742587455991424,-0.8999319274687386,-0.1250758451736877,2020,0
PHO,SF,24.0,56.0,55.0,1933.0,3.8,0.093,-0.5,0.7,1.2978491370430838,0.197820901732502,1.1000282353105817,4.619897729141639,2020,0
2TM,PF,24.0,38.0,23.0,917.0,1.6,0.083,0.3,0.5,0.3395328660834826,0.1538737175736296,0.185659148509853,1.6190389103328904,2020,0
GSW,PF,23.0,60.0,26.0,1654.0,2.1,0.062,-2.7,-0.3,-1.9692984200353767,-0.8013165634801898,-1.167981856555187,0.4279377263126758,2020,0
WAS,C,24.0,27.0,0.0,437.0,0.5,0.054,-5.6,-0.4,-0.7960766640981388,-1.175587560955314,0.3795108968571751,0.4459951020705783,2020,0
LAC,PF,30.0,59.0,18.0,776.0,1.9,0.118,0.3,0.5,-1.4871551153989722,-1.09333071566191,-0.3938243997370624,0.4429815836137563,2020,0
OKC,PG,34.0,70.0,70.0,2208.0,8.9,0.193,4.4,3.5,4.147079278803334,2.8235190034126534,1.3235602753906808,9.266417994888208,2020,2
NYK,PG,25.0,45.0,36.0,1246.0,1.7,0.065,0.0,0.6,1.6861737492592894,1.494658717418283,0.1915150318410063,3.2911487362113845,2020,0
BRK,SG,24.0,33.0,0.0,365.0,-0.6,-0.078,-7.0,-0.5,-1.15719866379132,-0.6225108438473812,-0.5346878199439389,0.2870143134879642,2020,0
DEN,C,29.0,61.0,1.0,1057.0,3.4,0.153,2.0,1.1,0.9213410678915934,0.2327977340266736,0.6885433338649198,2.266873854307757,2020,0
SAS,C,24.0,66.0,18.0,1171.0,4.0,0.163,2.5,1.3,2.3990108333751525,-0.0084839127549685,2.407494746130121,3.6310400839347263,2020,0
GSW,SG,20.0,57.0,14.0,1274.0,-1.2,-0.047,-6.6,-1.5,-2.580118831572269,-2.383296721835213,-0.1968221097370564,-0.1695796895539213,2020,0
CLE,SF,19.0,50.0,3.0,1162.0,0.3,0.012,-3.8,-0.5,-2.8281334193417127,-1.8181081877879053,-1.010025231553807,-0.337991169035417,2020,0
DEN,SF,21.0,55.0,8.0,903.0,2.9,0.154,1.5,0.8,0.6883762833729221,1.1667539925201798,-0.4783777091472576,1.7993746218797269,2020,0
CHI,SF,26.0,14.0,9.0,331.0,0.8,0.112,1.0,0.3,0.3502523036983764,0.5549359801956946,-0.2046836764973181,0.5858344270623209,2020,0
NYK,PF,24.0,66.0,5.0,1393.0,1.9,0.064,-1.1,0.3,-2.5552981454891075,-1.4483150072218929,-1.1069831382672148,-0.1634235279114705,2020,0
DAL,C,24.0,57.0,57.0,1814.0,5.2,0.138,1.9,1.8,3.5376178755015184,1.513834787015829,2.0237830884856893,6.929834562015473,2020,0
DAL,C,28.0,40.0,37.0,1061.0,3.6,0.162,1.3,0.9,0.1676380257170412,-0.6072332513971384,0.7748712771141796,1.7515300017734905,2020,0
TOR,SG,26.0,52.0,26.0,1479.0,4.6,0.15,2.0,1.5,-0.6211755354267315,0.0694504274744914,-0.690625962901223,1.6786575502338823,2020,0
BRK,PF,25.0,64.0,61.0,1857.0,0.6,0.014,-2.9,-0.4,0.1477935158628122,-0.4410433600750509,0.588836875937863,3.0431997251155534,2020,0
NYK,PF,25.0,64.0,64.0,2080.0,2.7,0.062,-0.3,0.9,0.4735512592759371,0.9575738390530152,-0.4840225797770781,3.8523373560124026,2020,0
ATL,SF,20.0,58.0,34.0,1551.0,-0.4,-0.011,-4.2,-0.9,-2.700986250007449,-1.450521382856361,-1.250464867151088,-0.3258443249699566,2020,0
MIN,C,20.0,30.0,11.0,495.0,0.8,0.074,-1.9,0.0,-0.0297572233559826,-0.4202561656036156,0.390498942247633,0.7541654260485217,2020,0
PHI,SG,26.0,55.0,53.0,1693.0,2.1,0.061,-1.8,0.1,-0.53215335984094,-0.5788049676966208,0.0466516078556807,2.020618313165412,2020,0
HOU,SG,27.0,68.0,4.0,1594.0,2.4,0.072,-2.5,-0.2,-1.3807123645635726,-0.1055145116044134,-1.2751978529591592,1.0199206862091266,2020,0
MIA,SG,25.0,73.0,68.0,2166.0,5.3,0.118,0.5,1.3,0.91460420635755,0.676222998229456,0.238381208128094,4.633977187547173,2020,0
2TM,SG,22.0,63.0,6.0,979.0,0.2,0.009,-3.9,-0.5,-1.9311985345278204,-1.518418498831901,-0.4127800356959195,0.2774268918963314,2020,0
NYK,C,21.0,61.0,7.0,1412.0,6.8,0.23,2.9,1.8,1.6097078101384077,0.4758755741548305,1.133832235983577,3.6612298788618713,2020,0
LAL,PG,33.0,48.0,3.0,984.0,1.4,0.068,-1.4,0.2,-0.7288929668398254,0.0530444850596786,-0.781937451899504,1.047904635175673,2020,0
DET,PG,31.0,50.0,15.0,1298.0,2.5,0.092,2.2,1.4,-0.9239487733491378,1.0822289116560435,-2.0061776850051816,1.216367188347414,2020,0
ORL,SG,28.0,69.0,0.0,1889.0,3.0,0.077,-0.4,0.8,-1.2489981769390217,0.2931577845578788,-1.5421559614969005,1.370607196664266,2020,0
CHO,PG,25.0,63.0,63.0,2164.0,3.0,0.066,-0.4,0.8,-1.93608403486813,-0.1894255398543136,-1.7466584950138162,0.606406404796438,2020,0
PHO,PG,29.0,65.0,65.0,2016.0,4.9,0.117,1.0,1.5,1.9152405556529977,0.7214722579995351,1.1937682976534625,5.625115642538275,2020,0
2TM,PG,23.0,45.0,45.0,1452.0,1.8,0.06,1.9,1.4,-0.0137331032591385,1.2483730084886877,-1.262106111747826,2.22557141624443,2020,0
IND,PF,23.0,62.0,62.0,2159.0,7.5,0.168,3.2,2.9,2.2809059902334683,0.911226819374474,1.3696791708589946,6.530171569247443,2020,0
PHO,PF,25.0,66.0,51.0,1632.0,3.6,0.105,-0.4,0.7,-0.8492914976651758,-0.9044006325846764,0.0551091349195007,1.609160115025282,2020,0
WAS,PF,22.0,33.0,2.0,368.0,0.1,0.017,-5.5,-0.3,-1.9822680874650216,-1.6538786683790865,-0.3283894190859349,0.0922225729682332,2020,0
OKC,PG,26.0,65.0,2.0,1999.0,3.6,0.087,-0.1,1.0,-0.7531518629727878,0.1676481668283084,-0.9208000298010964,2.096585233165823,2020,0
PHI,PF,31.0,68.0,11.0,1207.0,2.5,0.1,-1.8,0.1,-0.2498243855976379,0.2277573093925217,-0.4775816949901596,1.6633714011201792,2020,0
HOU,PF,35.0,41.0,0.0,436.0,0.7,0.072,-1.2,0.1,-0.6879798526335817,-1.2951585870099056,0.6071787343763239,0.4757038110833025,2020,0
CLE,PG,21.0,65.0,65.0,2143.0,2.5,0.057,-1.8,0.1,-2.2882719068941504,0.2797285020444825,-2.568000408938633,0.1148090506587172,2020,0
LAC,SG,22.0,53.0,30.0,1452.0,2.6,0.086,-2.1,0.0,-1.0974482666482708,-0.2809522242324849,-0.8164960424157859,1.196738272818296,2020,0
BRK,SF,29.0,13.0,0.0,241.0,0.0,-0.005,-5.5,-0.2,-2.0520261276964207,-1.9213492679711623,-0.1306768597252582,0.0494350300827214,2020,0
TOR,PF,25.0,60.0,60.0,2110.0,5.4,0.123,1.8,2.0,1.6827704678489992,0.796080046705091,0.8866904211439083,5.570045545278049,2020,2
PHI,PG,23.0,57.0,57.0,2017.0,6.9,0.165,3.6,2.8,1.939683700707708,0.8151352729517868,1.1245484277559206,5.6584631323698185,2020,1
POR,SG,20.0,70.0,4.0,1449.0,0.2,0.005,-4.5,-0.9,-4.470262021255227,-1.6486191754587862,-2.8216428457964406,-1.89927746967186,2020,0
BOS,SG,25.0,60.0,40.0,1919.0,4.5,0.112,1.4,1.6,2.173130503157545,1.0648852552864474,1.1082452478710976,5.673047693271852,2020,0
NYK,PG,22.0,34.0,3.0,537.0,-0.9,-0.079,-6.1,-0.6,-2.8839248002899844,-2.353801091971363,-0.5301237083186218,-0.175360092660893,2020,0
WAS,PG,31.0,68.0,23.0,1787.0,1.9,0.051,-1.3,0.3,-0.6453044644995942,0.4359342454501088,-1.081238709949703,2.0003223702823347,2020,0
DET,SF,28.0,59.0,57.0,1641.0,2.6,0.076,-1.8,0.1,-2.2839908731834866,-1.3197836712227746,-0.964207201960712,0.0924412617641323,2020,0
GSW,C,22.0,49.0,3.0,886.0,1.2,0.066,-1.8,0.1,-1.5095674886760837,-1.3564564513849728,-0.1531110372911109,0.4927897956732268,2020,0
IND,SG,24.0,31.0,3.0,447.0,0.4,0.047,-2.9,-0.1,-2.3168008817694035,-1.3679163883788985,-0.9488844933905052,0.0157646243906489,2020,0
2TM,PF,22.0,27.0,1.0,288.0,0.0,0.004,-6.0,-0.3,-2.278467258853127,-2.5440148126231468,0.2655475537700198,0.0172504357595342,2020,0
BOS,PF,21.0,66.0,66.0,2265.0,6.9,0.146,4.0,3.4,3.368012577557848,2.2772729655755684,1.0907396119822794,8.414206818761299,2020,1
2TM,PG,31.0,59.0,17.0,1464.0,2.5,0.082,-1.5,0.2,-1.5506458635097071,0.3682178076128675,-1.9188636711225748,0.7754135217466237,2020,0
BRK,SG,33.0,62.0,35.0,1730.0,2.4,0.066,-1.1,0.4,-1.6648467170400756,-1.2068108153039994,-0.4580359017360762,0.7879230147597539,2020,0
BOS,C,27.0,65.0,64.0,1566.0,6.5,0.201,2.4,1.7,1.5609892211322625,-0.6647495476141492,2.225738768746412,4.009865123892653,2020,0
WAS,PG,30.0,40.0,37.0,925.0,0.0,0.002,-4.4,-0.5,-3.154924059566756,-1.2123467984651108,-1.942577261101645,-0.4600988356131097,2020,0
TOR,SG,25.0,41.0,1.0,440.0,1.2,0.133,1.1,0.3,-2.2864465842622783,-0.4244516716444543,-1.861994912617824,0.0240872246300045,2020,0
CLE,C,28.0,57.0,51.0,1721.0,3.1,0.085,-1.5,0.2,-1.1216074882872609,-0.9784794100612018,-0.1431280782260591,1.3918086455412575,2020,0
PHI,SG,22.0,65.0,14.0,1287.0,2.3,0.086,0.3,0.8,-0.584452342077022,-1.4225502711851794,0.8380979291081574,1.4922435776553309,2020,0
3TM,PF,34.0,55.0,13.0,872.0,0.5,0.026,-3.2,-0.3,-2.0228730408620685,-1.8064899895738376,-0.2163830512882308,0.1954951847020007,2020,0
GSW,SG,26.0,13.0,6.0,272.0,0.2,0.03,-3.6,-0.1,-1.0791768887735862,-1.931910902131796,0.8527340133582101,0.2274569221431707,2020,0
MIN,C,24.0,35.0,35.0,1187.0,5.1,0.204,7.8,2.9,3.5163594160581546,4.099867906620087,-0.5835084905619327,4.519457191260117,2020,0
POR,SF,21.0,61.0,8.0,1332.0,2.5,0.089,-0.3,0.6,-0.9834300896983036,0.7260793343831424,-1.709509424081446,1.1967704581804286,2020,0
NYK,SG,24.0,24.0,1.0,291.0,0.5,0.087,-0.4,0.1,-1.4593257002614348,-0.2137175888757035,-1.2456081113857314,0.1711766940384519,2020,0
HOU,PF,34.0,72.0,72.0,2467.0,4.0,0.078,-1.9,0.1,-0.951741977492622,-1.4235012593496426,0.4717592818570205,2.267960157642092,2020,0
ATL,SG,31.0,19.0,0.0,251.0,-0.3,-0.064,-5.5,-0.2,-2.057176381333969,-2.0525036380612063,-0.0046727432727629,0.0508298887885423,2020,0
IND,C,23.0,62.0,62.0,1826.0,4.2,0.111,0.1,1.0,0.9792501301072,-0.9471894697561024,1.9264395998633024,3.984224138234543,2020,0
MEM,C,27.0,70.0,70.0,1845.0,7.0,0.182,2.4,2.0,1.339130697406171,0.09115820011484,1.2479724972913309,4.458872554629112,2020,0
CHI,SF,26.0,36.0,5.0,488.0,0.5,0.048,-0.6,0.2,-1.3199197533450358,-0.6333771721496073,-0.6865425811954283,0.3314327409658534,2020,0
2TM,C,24.0,36.0,1.0,377.0,1.0,0.127,-1.0,0.1,-0.8877073731593336,-1.3576099955726657,0.4699026224133319,0.3630118451313888,2020,0
ORL,C,29.0,62.0,62.0,1998.0,6.4,0.153,4.2,3.1,3.3583520397603333,1.6013270469097267,1.7570249928506063,7.411149573763327,2020,0
WAS,C,22.0,45.0,5.0,835.0,1.7,0.099,-2.3,-0.1,-0.4266248403742456,-1.8200653149680872,1.3934404745938418,1.05447808439501,2020,0
2TM,SG,28.0,10.0,0.0,207.0,0.1,0.03,-1.2,0.0,-1.2625495593948242,-0.6097932102623256,-0.6527563491324987,0.1486589053314638,2020,0
BOS,PG,29.0,56.0,56.0,1742.0,5.9,0.162,4.6,2.9,1.9497211986724907,2.3493782491755604,-0.3996570505030697,4.899736058017516,2020,0
BOS,PG,30.0,71.0,1.0,1369.0,3.5,0.124,-0.6,0.5,-1.483362911981771,-0.682316238363009,-0.8010466736187619,0.7847638034916425,2020,0
IND,SF,26.0,67.0,67.0,2202.0,6.5,0.143,1.1,1.7,0.4480428189738492,0.4215277599050985,0.0265150590687507,4.041481946603464,2020,0
CHO,PF,21.0,58.0,57.0,1759.0,2.0,0.054,-1.6,0.2,-2.805226238187493,-2.554920670513412,-0.2503055676740816,-0.486175758336088,2020,0
HOU,PG,31.0,57.0,57.0,2049.0,4.2,0.098,1.5,1.8,1.351479754664752,1.6727881636431217,-0.3213084089783697,4.968154752146007,2020,1
CHI,PG,19.0,65.0,1.0,1674.0,0.9,0.026,-2.9,-0.4,-1.2536007699494145,-0.4075276781180258,-0.8460730918313887,1.209542902810848,2020,0
SAS,SG,25.0,68.0,20.0,1677.0,4.2,0.119,1.3,1.4,0.9466537293427552,0.8952452234245883,0.0514085059181667,3.6229356954006,2020,0
POR,C,30.0,67.0,61.0,2008.0,8.5,0.204,3.2,2.6,2.4631945198913816,0.9659769632880976,1.497217556603284,6.309790322350523,2020,0
2TM,SF,24.0,54.0,54.0,1858.0,1.9,0.05,-0.3,0.8,-0.0518175946568835,1.4942831464467514,-1.546100741103635,2.8027350285656643,2020,0
BOS,PF,21.0,69.0,5.0,1043.0,1.6,0.071,-2.7,-0.2,-1.351580501511427,-1.970567534571788,0.6189870330603606,0.6872396085386127,2020,0
NOP,PF,25.0,39.0,18.0,832.0,0.9,0.05,-2.4,-0.1,-0.3174051198566645,-1.4340541383874943,1.11664901853083,1.1095562649195885,2020,0
LAC,PG,33.0,65.0,8.0,1864.0,4.1,0.105,0.7,1.3,-0.3057975307217839,1.4801764912233302,-1.785974021945114,2.500402854636666,2020,0
2TM,PF,33.0,58.0,1.0,1129.0,2.4,0.102,-0.6,0.4,-0.951507987814262,-1.826699665336267,0.875191677522005,1.0378851833749982,2020,0
NOP,PF,19.0,24.0,24.0,668.0,2.0,0.141,2.1,0.7,1.049253790010812,2.223488710099003,-1.1742349200881907,1.4884320789791132,2020,0
MIA,SG,23.0,11.0,5.0,352.0,0.0,-0.004,-3.6,-0.1,-0.7691342001445302,-1.2127785694081097,0.4436443692635793,0.3657957244164513,2020,0
DET,PF,24.0,62.0,12.0,1325.0,5.1,0.183,3.1,1.7,2.255321503827034,1.5245885425797727,0.7307329612472611,3.9853014995984353,2020,0
DAL,PG,27.0,73.0,5.0,1570.0,4.4,0.134,1.9,1.5,0.4878003063020955,-0.091914379182657,0.5797146854847525,2.9212442568266184,2020,0
CHI,PF,31.0,64.0,16.0,1591.0,1.9,0.058,-1.2,0.3,-0.8772416869002218,-1.233381737163695,0.3561400502634733,1.5395239564810417,2020,0
ATL,PG,21.0,60.0,60.0,2120.0,5.9,0.133,3.9,3.1,1.1068730019612951,4.059919888942237,-2.9530468869809416,4.802624925436647,2020,0
CHO,C,27.0,58.0,39.0,1341.0,3.6,0.129,-0.6,0.5,-0.1064752235003874,-0.073126761421926,-0.0333484620784613,1.973494444052433,2020,0
LAC,C,22.0,72.0,70.0,1326.0,6.6,0.241,2.8,1.6,2.8419401522437324,1.3412843393212692,1.500655812922463,4.486169607695966,2020,0
MIA,PF,21.0,61.0,4.0,737.0,1.3,0.085,-4.1,-0.4,-1.0913209852755754,-1.7567006478524831,0.6653796625769076,0.6183116423536371,2021,0
NOP,C,27.0,58.0,58.0,1605.0,4.0,0.119,-0.3,0.7,-0.5551872233361035,-1.4682740458608337,0.9130868225247302,1.899407833076655,2021,0
MIA,C,23.0,64.0,64.0,2143.0,8.8,0.197,4.9,3.7,2.3359275168256195,0.4310852096465898,1.9048423071790297,6.5093495172407865,2021,0
NOP,SG,22.0,46.0,13.0,1007.0,0.7,0.035,-1.3,0.2,-0.8241320244506247,-0.8981996136065844,0.0740675891559597,1.01745050596208,2021,0
MEM,SG,25.0,50.0,38.0,1259.0,2.7,0.101,-0.2,0.6,-0.2224010778754084,0.0598355443962487,-0.2822366222716572,1.761009487998504,2021,0
2TM,C,22.0,63.0,45.0,1864.0,6.4,0.166,1.1,1.4,-0.2301360965275581,-0.4937601035835121,0.263624007055954,2.596493099503145,2021,0
2TM,PF,30.0,23.0,14.0,434.0,0.1,0.01,-3.8,-0.2,-1.7485138247494634,-2.675722596052967,0.9272087713035037,0.1815425702322549,2021,0
MEM,PF,27.0,69.0,69.0,1887.0,5.6,0.143,3.3,2.5,2.65092779079598,0.6745053799821785,1.976422410813801,6.10835112179986,2021,0
MIL,PF,26.0,61.0,61.0,2013.0,10.2,0.244,9.0,5.6,6.637868711011908,4.104265274228018,2.53360343678389,11.26877733365401,2021,3
POR,PF,36.0,69.0,3.0,1690.0,2.6,0.073,-1.1,0.4,-1.2906528526181609,0.6411170833635838,-1.9317699359817444,1.2014410476206516,2021,0
ORL,PG,20.0,47.0,34.0,1273.0,0.0,-0.001,-3.3,-0.4,-2.079471238035949,-1.5146647172636067,-0.5648065207723428,0.2643172456320066,2021,0
CHI,PG,26.0,44.0,0.0,450.0,0.9,0.093,-2.3,0.0,-1.0200516954891783,-1.441808039295343,0.4217563438061645,0.3983188094608383,2021,0
MIA,SF,35.0,30.0,27.0,841.0,1.6,0.091,-1.1,0.2,0.4942553219366096,-0.7109059906105916,1.2051613125472012,1.5644877469804082,2021,0
2TM,PG,33.0,57.0,12.0,1129.0,2.1,0.088,-2.1,0.0,-0.8596259072377743,0.5107364433041115,-1.3703623505418858,1.1150256472974622,2021,0
WAS,SF,20.0,54.0,32.0,1257.0,1.2,0.046,-3.1,-0.4,-0.6116094142487287,-2.183996377227065,1.5723869629783365,1.442056617986678,2021,0
PHO,C,22.0,69.0,69.0,2115.0,8.4,0.191,1.2,1.7,1.153279000629912,0.2371753627354811,0.9161036378944308,4.830538203891101,2021,0
ORL,SG,25.0,72.0,50.0,1853.0,0.5,0.013,-5.1,-1.5,-3.925549064701636,-2.210962586513808,-1.7145864781878275,-1.7452401667872293,2021,0
NOP,PG,23.0,55.0,55.0,1747.0,3.2,0.089,1.7,1.6,1.2570089003215714,0.9692955340015068,0.2877133663200646,4.107580417669446,2021,0
ORL,C,22.0,46.0,5.0,725.0,1.8,0.117,0.1,0.4,0.1862940249027058,-0.2029298032103979,0.3892238281131037,1.2041607099558165,2021,0
MEM,SG,22.0,68.0,17.0,1519.0,2.9,0.093,-0.8,0.5,-1.1134790719933447,-0.8523505982333471,-0.2611284737599976,1.2524104086736256,2021,0
SAC,PF,28.0,58.0,58.0,2102.0,4.5,0.103,0.2,1.1,0.0161713084699399,0.64455805263239,-0.62838674416245,3.263078637900859,2021,0
DEN,SF,30.0,56.0,52.0,1736.0,2.2,0.061,-1.9,0.1,0.1287838605573097,-0.0018626429904616,0.1306465035477713,2.820188753003302,2021,0
LAC,SF,32.0,67.0,38.0,1835.0,5.0,0.132,2.1,1.9,0.9845322486119324,-0.0666590813132529,1.0511913299251854,3.992317494580896,2021,0
TOR,C,34.0,53.0,31.0,980.0,1.0,0.049,-4.5,-0.6,-2.0405569397195347,-2.5803062111988675,0.539749271479333,0.2277691456600868,2021,0
